Date,Description,Amount
24/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008494515587,3514.49
24/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008434515587,3027.71
24/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008504515587,2416.14
24/04/2025,IB PAYMENT TO LOU ENGELBRECHT,-32197.34
24/04/2025,IB PAYMENT TO MARIA SMITH,-8004.00
24/04/2025,IB PAYMENT TO JULIEN MADUNA JULIENMADUNA,-6756.75
24/04/2025,IB PAYMENT TO SYLVIA MOKOENA SYLVIAMOKOEN,-1601.02
23/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008484515587,14645.43
23/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008494515587,9347.85
23/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008484515587,7369.53
23/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008424515587,3651.91
23/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008494515587,2945.94
23/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008424515587,896.59
22/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008484515587,7727.59
22/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008474515587,5222.18
22/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008474515587,3808.69
22/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008484515587,2930.15
22/04/2025,IB PAYMENT TO ALPHA PHARM,-46733.72
22/04/2025,IB PAYMENT TO CJ DISTRIBUTION,-30567.42
22/04/2025,IB PAYMENT TO TRANSPHARM,-17651.15
22/04/2025,IB PAYMENT TO SG CONVENIENCE BFN,-17445.19
22/04/2025,IB PAYMENT TO THE LOCAL CHOICE LOCAL CHOICE,-15559.27
22/04/2025,IB PAYMENT TO IMPO DISTRIBUTORS,-15481.93
22/04/2025,IB PAYMENT TO ARRIE NEL,-12546.15
22/04/2025,IB PAYMENT TO ALMAN'S DRIED FRU ALMANS DRIED,-5989.30
22/04/2025,IB PAYMENT TO IDEXIS,-5089.90
22/04/2025,IB PAYMENT TO BRUNEL LABORATORIA,-5042.80
22/04/2025,IB PAYMENT TO ASCOT ASCOT AGENCY,-4146.90
22/04/2025,IB PAYMENT TO UNITED PHARMACEUTICA UPD,-3710.02
22/04/2025,IB TRANSFER TO #25Reitz_Berg  09H54,-3696.77
22/04/2025,IB PAYMENT TO MR FIRST AID,-2388.76
22/04/2025,IB PAYMENT TO LLT MARKETING,-2334.50
22/04/2025,IB TRANSFER TO #2Reitz/Roos   09H54,-1132.46
22/04/2025,IB PAYMENT TO S.O.H GROUP,-998.51
22/04/2025,IB TRANSFER TO #139RTZ_WIN    09H55,-587.10
22/04/2025,IB PAYMENT TO NEXTEK COMPUTERS,-450.00
22/04/2025,IB PAYMENT TO BOTES & HECHTER LABOUR GROUP,-400.00
22/04/2025,IB PAYMENT TO BASSOPA BASSOPABS158,-379.50
22/04/2025,IB PAYMENT TO BASSOPA BASSOPABS027,-379.50
22/04/2025,IB PAYMENT TO DTS,-295.32
22/04/2025,IB TRANSFER FROM SB1 - SB2      09H35,50000.00
19/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008464515587,15314.24
19/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008474515587,10092.67
19/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008474515587,4930.48
19/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008414515587,3790.12
19/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008414515587,3331.30
19/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008464515587,3005.70
17/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008454515587,12977.17
17/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008464515587,6256.80
17/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008404515587,5503.57
17/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008454515587,5048.00
17/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008464515587,1288.78
17/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008404515587,551.63
16/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008444515587,31475.28
16/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008454515587,7772.22
16/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008394515587,4235.13
16/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008394515587,3990.70
16/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008444515587,3721.70
16/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008454515587,1096.32
15/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008434515587,22541.85
15/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008444515587,9671.44
15/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008444515587,5745.86
15/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008434515587,4250.24
15/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008384515587,2305.09
15/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008384515587,793.74
15/04/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-100000.00
15/04/2025,IB TRANSFER FROM SB1-SB2        16H10,100000.00
14/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008414515587,10553.31
14/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008414515587,4001.15
14/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008434515587,3627.58
14/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008434515587,1757.80
14/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008424515587,32.96
14/04/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-200000.00
14/04/2025,IB TRANSFER FROM SB1 - SB2      11H17,100000.00
12/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008404515587,15153.40
12/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008374515587,5298.76
12/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008424515587,5044.46
12/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008404515587,2831.89
12/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008424515587,2723.47
12/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008374515587,826.10
11/04/2025,FEE: PAYMENT CONFIRM - SMS JP,-1.20
11/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008394515587,17988.02
11/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008364515587,4656.52
11/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008364515587,3605.19
11/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008414515587,3560.75
11/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008414515587,2061.57
11/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008394515587,842.44
11/04/2025,IB PAYMENT TO JP KEMERTGOGLOU APTEEK REPOR,-2000.00
10/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008384515587,9640.50
10/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008404515587,8014.68
10/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008354515587,7742.09
10/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008384515587,5659.51
10/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008404515587,1770.19
10/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008354515587,1436.32
10/04/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-300000.00
10/04/2025,IB TRANSFER FROM SB1 - SB2      07H31,130000.00
09/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008374515587,19400.48
09/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008394515587,8280.25
09/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008344515587,4054.17
09/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008374515587,2525.74
09/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008344515587,1289.20
09/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008394515587,1002.07
08/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008364515587,16658.59
08/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008334515587,7453.72
08/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008384515587,7356.65
08/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008364515587,4330.04
08/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008334515587,1828.70
08/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008384515587,1121.16
07/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008354515587,8695.06
07/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008324515587,2643.35
07/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008324515587,1894.71
07/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008374515587,1040.55
07/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008354515587,595.64
07/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008374515587,476.79
05/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008344515587,24838.49
05/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008364515587,10350.06
05/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008314515587,5177.17
05/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008344515587,3780.20
05/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008364515587,927.43
05/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008314515587,565.42
05/04/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-600000.00
05/04/2025,IB TRANSFER FROM SB1 - SB2      10H18,200000.00
04/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008334515587,11518.71
04/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008354515587,6971.74
04/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008304515587,5322.26
04/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008304515587,1574.70
04/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008334515587,1178.03
04/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008354515587,989.33
04/04/2025,IB PAYMENT TO BETBAL NETBAL SPONSORSHIP,-1380.00
03/04/2025,BUSINESS ELECT BANK CHARGES STNDRDBANK   BOL ORX55 MAR 25,-415.00
03/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008324515587,19567.17
03/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008344515587,8371.02
03/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008294515587,7665.20
03/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008324515587,4375.15
03/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008344515587,1165.61
03/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008294515587,749.73
02/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008314515587,21080.07
02/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008284515587,10481.37
02/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008334515587,10313.37
02/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008314515587,1944.82
02/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008334515587,1254.14
02/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008284515587,1155.67
01/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008304515587,19035.62
01/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008274515587,10094.02
01/04/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008324515587,9766.89
01/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008304515587,4808.64
01/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008274515587,3000.37
01/04/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008324515587,1292.64
01/04/2025,ELECTRONIC TRF - CREDIT CARD SB MERCH DISC          4515587,-15044.10
01/04/2025,CREDIT AGREEMENT REPAYMENT VW_FIN_SER87023583281,-19135.16
01/04/2025,ACCOUNT PAYMENT XPROCURE  ACC 6011632,-632.67
31/03/2025,SERVICE FEE ACC   301666148,-492.70
31/03/2025,MONTHLY MANAGEMENT FEE ACC   301666148,-110.00
31/03/2025,FEE: PAYMENT CONFIRM - EMAIL TRANSPHARM,-0.80
31/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008314515587,14926.99
31/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008294515587,12178.45
31/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008294515587,2314.63
31/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008314515587,1430.75
31/03/2025,ACCOUNT PAYMENT K2011SA   NASHUA 024749,-10384.38
31/03/2025,IB PAYMENT TO TRANSPHARM,-19402.19
31/03/2025,IB PAYMENT TO MARI-LOUISE MULLER MARI MULLER,-4625.00
31/03/2025,IB TRANSFER FROM Transpharm W   15H43,19402.19
29/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008284515587,18549.91
29/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008304515587,8560.41
29/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008284515587,8116.69
29/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008264515587,7042.83
29/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008264515587,3394.19
29/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008304515587,2015.32
28/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008274515587,23144.74
28/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008294515587,8200.62
28/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008254515587,7719.17
28/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008274515587,5214.13
28/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008254515587,2101.65
28/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008294515587,971.87
28/03/2025,IB PAYMENT TO KHUMBULA TRADING KHUMBULATRAD,-13955.11
27/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008264515587,18983.75
27/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008244515587,10003.09
27/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008284515587,7323.73
27/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008264515587,3111.43
27/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008284515587,1075.49
27/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008244515587,665.33
27/03/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-71898.24
27/03/2025,IB PAYMENT TO ALPHA PHARM,-41973.16
27/03/2025,IB PAYMENT TO CJ DISTRIBUTION,-37726.19
27/03/2025,IB PAYMENT TO BRUNEL LABORATORIA,-1520.72
27/03/2025,IB PAYMENT TO GREEN IMPRESSIONS,-550.00
27/03/2025,IB PAYMENT TO BOTES & HECHTER LABOUR GROUP,-400.00
27/03/2025,IB TRANSFER FROM SB1 - SB2      11H30,200000.00
26/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008254515587,22080.03
26/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008274515587,11936.83
26/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008234515587,8398.18
26/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008254515587,4283.32
26/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008234515587,915.10
26/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008274515587,826.54
25/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008244515587,13255.84
25/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008224515587,8586.63
25/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008244515587,3238.21
25/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008224515587,3086.56
25/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008264515587,2409.16
25/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008264515587,517.03
24/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008234515587,10057.23
24/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008254515587,7503.79
24/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008234515587,3031.29
24/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008214515587,1591.75
24/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008214515587,1438.65
24/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008254515587,49.93
24/03/2025,IB PAYMENT TO JULIEN MADUNA JULIENMADUNA,-11306.75
24/03/2025,IB PAYMENT TO MARIA SMITH,-8004.00
24/03/2025,IB PAYMENT TO SYLVIA MOKOENA SYLVIAMOKOEN,-5324.32
24/03/2025,IB PAYMENT TO ANNA MAZIBUKO ANNAMAZIBUKO,-5065.43
22/03/2025,FEE: PAYMENT CONFIRM - EMAIL VEXALL,-0.80
22/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008224515587,16544.37
22/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008204515587,9312.16
22/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008244515587,6151.72
22/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008224515587,5675.48
22/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008244515587,2039.41
22/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008204515587,1462.95
22/03/2025,IB PAYMENT TO THE FRENCH PARFUME TFP PARFUME,-18319.40
22/03/2025,IB PAYMENT TO IMPO DISTRIBUTORS,-17018.97
22/03/2025,IB PAYMENT TO TRANSPHARM,-16184.10
22/03/2025,IB PAYMENT TO UNITED PHARMACEUTICA UPD,-14962.61
22/03/2025,IB PAYMENT TO THE LOCAL CHOICE LOCAL CHOICE,-14939.41
22/03/2025,IB PAYMENT TO VEXALL,-13142.93
22/03/2025,IB TRANSFER TO #25 RTZ_Berg   09H37,-7961.84
22/03/2025,IB TRANSFER TO #139 RTZpayWIN 09H35,-6424.79
22/03/2025,IB PAYMENT TO IDEXIS,-5285.40
22/03/2025,IB PAYMENT TO BRUNEL LABORATORIA,-5221.42
22/03/2025,IB PAYMENT TO ARRIE NEL,-5210.48
22/03/2025,IB PAYMENT TO BRENTONI DISTRIBUTOR,-4427.50
22/03/2025,IB TRANSFER TO #2 RTZ_Roos    09H36,-3265.73
22/03/2025,IB PAYMENT TO LLT MARKETING,-2881.90
22/03/2025,IB PAYMENT TO BYTJIE SALF,-2358.00
22/03/2025,IB PAYMENT TO SG CONVENIENCE,-2217.87
22/03/2025,IB PAYMENT TO BRANDVISTA,-1725.00
22/03/2025,IB PAYMENT TO S.O.H GROUP,-998.51
22/03/2025,IB PAYMENT TO WATERPLAAS,-720.00
22/03/2025,IB PAYMENT TO Y KOTZE KOLSKOOT,-400.00
22/03/2025,IB PAYMENT TO BASSOPA,-379.50
22/03/2025,IB PAYMENT TO BASSOPA,-379.50
22/03/2025,IB PAYMENT TO CJ MARKETING,-339.25
22/03/2025,IB PAYMENT TO DTS,-295.32
22/03/2025,IB PAYMENT TO VILLIERS APTEEK VILLERS APT,-96.00
22/03/2025,IB TRANSFER FROM SB1 - SB2      09H40,50000.00
20/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008214515587,9645.14
20/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008214515587,5990.85
20/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008194515587,4117.16
20/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008234515587,3838.01
20/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008194515587,1745.09
20/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008234515587,445.70
19/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008204515587,10911.95
19/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008224515587,5384.30
19/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008204515587,3822.24
19/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008184515587,2093.89
19/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008184515587,462.80
19/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008224515587,458.72
18/03/2025,FEE: PAYMENT CONFIRM - EMAIL HOLIDAY CLUB,-0.80
18/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008194515587,13963.33
18/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008174515587,6325.85
18/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008194515587,5121.38
18/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008214515587,2516.63
18/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008174515587,1567.36
18/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008214515587,982.32
18/03/2025,IB PAYMENT TO VACATION MANAGEME HOLIDAY CLUB,-11747.75
17/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008184515587,6905.79
17/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008204515587,5294.60
17/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008164515587,4073.57
17/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008184515587,1741.08
17/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008164515587,1333.18
17/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008204515587,765.91
17/03/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-100000.00
17/03/2025,IB PAYMENT TO SA UNGERER LOCUM,-1440.00
17/03/2025,IB TRANSFER FROM SB1 - SB2      11H55,100000.00
15/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008174515587,12211.33
15/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008154515587,5634.26
15/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  1  0008174515587,5188.83
15/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  0  0008194515587,3639.70
15/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008194515587,1937.28
15/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  2  0008154515587,544.63
15/03/2025,IB PAYMENT TO CJ PHARMACEUTICAL,-200000.00
15/03/2025,IB PAYMENT TO PET VD WESTHUIZEN P VD WESTH,-2000.00
15/03/2025,IB PAYMENT TO PRO-COOL,-1207.80
15/03/2025,IB TRANSFER FROM SB1 - SB2      10H24,100000.00
14/03/2025,FEE: PAYMENT CONFIRM - SMS JP,-1.20
14/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  1  0008164515587,10660.22
14/03/2025,CREDIT CARD EFTPOS SETTLEMENT DR EFTPOS 1OB  2  0008144515587,4855.22
14/03/2025,CREDIT CARD EFTPOS SETTLEMENT CR EFTPOS 1OB  0  0008184515587,3395.17
